PropID,Boro,Community Board,Council District,Garden Name,Address,Size,Jurisdiction,NeighborhoodName,Cross Streets,Latitude,Longitude,Postcode,Census Tract,BIN,BBL,NTA,gardenKey
B480,B,B09,40.0,Lincoln Road Garden,316 Lincoln Road,0.065,DPR,,Active,40.661467,-73.952239,11225.0,800.0,,,Prospect Lefferts Gardens-Wingate,42500281
,B,B06,33.0,Lincoln-Berkeley Comm. Garden,20 Lincoln Place,0.064,TPL,Park Slope,between 5th & 6th Street,40.677378000000004,-73.97884499999999,11217.0,131.0,3000000.0,3009500016.0,Park Slope-Gowanus,42500282
,Q,Q12,27.0,Linden Boulevard Community Garden,178th Street & Linden Boulevard,0.013000000000000001,NYRP,,At traingle 115th Avenue,,,,,,,,42500283
,B,B04,34.0,Linden-Bushwick Garden,113 Linden Street,0.244,PRI,Bushwick,Broadway & Bushwick Avenues,40.693162,-73.91964899999999,11221.0,417.0,3076110.0,3033230060.0,Bushwick South,42500284
,M,M11,9.0,Little Blue House,1675 Madison Avenue,0.024,HPD,East Harlem,111 Street,40.796976,-73.947034,10029.0,17402.0,1000000.0,1016170122.0,East Harlem South,42500285
M326,M,M03,1.0,Liz Christy Garden,110 E Houston Street,1.09,DPR,Lower East Side,Active,40.723832,-73.991576,10002.0,3602.0,1000000.0,1004560001.0,East Village,42500286
,Q,Q01,0.0,Long Island City Roots Community Garden,47th Avenue.,,MTA,,29th & 30th Streets,,,,,,,,42500287
M357,M,M03,,Los Amigos,221 East 3rd Street,0.061,DPR,Lower East Side,Active,40.722453,-73.982423,10009.0,2601.0,1088347.0,1003860060.0,Lower East Side,42500288
,M,M11,8.0,Los Amigos Garden,326 Pleasant Avenue,0.045,NYRP,East Harlem,,40.796043,-73.932422,10035.0,178.0,1076407.0,1017160050.0,East Harlem North,42500289
M361,M,M03,2.0,Lower East Side Ecology Center,213 E. 7th Street,0.15,DPR,East Village,Active,40.724508,-73.979851,10009.0,2602.0,1000000.0,1003900046.0,Lower East Side,42500290
,M,M03,1.0,Lower East Side People Care,25 Rutgers Street,0.046,TPL,Lower East Side,Henry & Madison,40.712962,-73.990026,10002.0,6.0,1000000.0,1002710063.0,Lower East Side,42500291
,M,M03,0.0,M.S. 131,"100 Hester Street  NY, NY 10002",0.018000000000000002,DOE,Lower East Side,Forsyth & Eldridge,40.716553000000005,-73.993092,10002.0,16.0,1082489.0,1003010003.0,Chinatown,42500292
,X,X11,13.0,M.S. 144,2545 Gunther Avenue,0.45899999999999996,DOE,,,40.863735,-73.83606999999999,10469.0,310.0,2053518.0,2044930001.0,Allerton-Pelham Gardens,42500293
,Q,Q09,0.0,M.S. 210 - YMCA Beacon Center Garden,"93-11 101st Street, Ozone Park, NY 11416",,DOE,Ozone Park,93rd & 94th streets,,,,,,,,42500294
,B,B08,35.0,M.S. 340,227 Sterling Place,,DOE,Prospect Heights,Corner Vanderbuilt & Flatbush Avenue,40.676094,-73.97038,11238.0,163.0,3029060.0,3011640057.0,Prospect Heights,42500295
,B,B09,41.0,M.S. 391 Mahalia Jackson,790 East New York Avenue,,DOE,,,40.662447,-73.936382,11203.0,876.0,3107129.0,3048060001.0,Prospect Lefferts Gardens-Wingate,42500296
,M,,0.0,M.S. 54 - Booker T Washington Garden,103 West 108th Street,,DOE,East Harlem,Columbus & Amsterdam Avenue,40.80069,-73.962238,10025.0,193.0,1056004.0,1018630026.0,Morningside Heights,42500297
,B,B09,40.0,M.S. 61 -  Atwell,400 Empire Boulevard.,,DOE,,,40.664007,-73.94922,11225.0,329.0,3337872.0,3013160015.0,Prospect Lefferts Gardens-Wingate,42500298
B499,B,B03,41.0,Madison Community GreenThumb Garden,894 Madison Street,0.057,DPR,,Active,40.687995,-73.92200600000001,11221.0,375.0,3000000.0,3014830027.0,Stuyvesant Heights,42500299
B481,B,B04,37.0,Madison Square Garden,1262-1264 Madison Street,0.165,DPR,,Active,40.694952,-73.913174,11221.0,435.0,3000000.0,3033700025.0,Bushwick North,42500300
,B,B04,34.0,Madison Street Association,974 Madison Street,0.040999999999999995,NYRP,,,40.688959000000004,-73.919063,11221.0,397.0,3000000.0,3033660023.0,Bushwick South,42500301
B482,B,B03,36.0,Madison Street Block Association,88-90 Madison Street,0.039,DPR,,Active,40.684145,-73.955485,11216.0,229.0,3000000.0,3019900014.0,Clinton Hill,42500302
,M,M09,7.0,Maggies Garden,564 West 149th Street,0.075,NYRP,Washington Heights,Amsterdam & Broadway,40.828472,-73.947418,10031.0,233.0,1000000.0,1020800058.0,Hamilton Heights,42500303
M327,M,M11,8.0,Maggies Garden (formerly Ebenezer Wesleyan Methodist Church Garden),1574 Lexington Avenue,0.057,DPR,East Harlem,Active,40.788624,-73.948933,10029.0,166.0,1000000.0,1016280015.0,East Harlem South,42500304
,M,M11,8.0,Magic Garden,1665-71 Park Avenue,0.207,HPD,East Harlem,117-118th Street,40.800245000000004,-73.942524,10035.0,182.0,1000000.0,1016450003.0,East Harlem North,42500305
,Q,Q03,21.0,Malcom X Day Care Center,111-26 Northern Boulevard.,0.046,TPL,,111th ST & 112th ST,40.757942,-73.858287,11368.0,381.0,4000000.0,4017260014.0,North Corona,42500306
,B,B08,36.0,MaMa Dee's Garden,1397 Bedford Avenue,0.07200000000000001,TPL,Crown Heights,,40.675251,-73.953404,11216.0,221.0,3000000.0,3012250010.0,Crown Heights North,42500307
B483,B,B05,37.0,Manleys Place,2539 Pitkin Avenue,0.28,DPR,East New York,Active,40.674461,-73.878498,11208.0,1192.0,3000000.0,3040070040.0,East New York,42500308
,X,X09,17.0,Manor Avenue Seniors Garden,1025 Manor Avenue,0.057,TPL,,Bruckner Blvd & Watson,40.824911,-73.87545899999999,10472.0,5001.0,2023551.0,2037160057.0,Soundview-Bruckner,42500309
B510,B,B16,41.0,Marcus Garvey Tenants Association,Strauss Street/N/O Pitkin Avenue,0.23,DPR,Brownsville,Active,,,,,,,,42500310
M297A,M,M10,9.0,Margrichantie Memorial Garden,155-159 W. 133rd Street,0.171,DPR,,Active,40.813563,-73.943564,10030.0,226.0,1000000.0,1019180011.0,Central Harlem North-Polo Grounds,42500311
,X,X10,0.0,Maritime Academy @ P.S. 10,"2770 Lafayette Avenue, Bronx, NY 10465",,DOE,Schuylerville,Brinsmade Avenue & Cross Bronx Expressway,,,,,2080231.0,2055470001.0,,42500312
,Q,Q03,21.0,McIntosh Neighborhood Assoc.,S/E/C 100th Street & McIntosh Street,0.127,TPL,,27th Avenue & 25th Avenue,,,,,,,,42500313
Q493,Q,Q12,28.0,McKinleys Childrens Garden,108-56 Union Hall Street,0.091,DPR,Jamaica,Active,40.695304,-73.791536,11433.0,254.0,4000000.0,4101490070.0,South Jamaica,42500314
,B,B16,16.0,McLeods Community Garden (formerly Powell Street Block Association - Liberty Ave),130 Liberty Avenue,0.257,NYRP,,Sackman & Powell Streets.,40.673066999999996,-73.905437,11212.0,908.0,3326764.0,3036940016.0,Brownsville,42500315
,X,X01,17.0,Members Group (Dalia Group Garden),724 Courtlandt Avenue,0.057,NYRP,Melrose,E 156th & E 157th,40.820733000000004,-73.917663,10451.0,69.0,2001728.0,2024020004.0,Melrose South-Mott Haven North,42500316
,Q,Q12,27.0,"Merrick-Marsden Neighbors Association., Inc.",11818-11820 Merrick Boulevard.,0.046,TPL,,119th Avenue,,,,,,,,42500317
M105A,M,M02,3.0,Mfinda Kalunga Garden,Rivington Street Crossover (in Sarah Roosevelt Park),,DPR,East Village,Active,,,,,,,,42500318
,X,X02,18.0,Mildred T. Rhodebeck Garden (Garden of Eden),927 Faile Street,0.193,NYRP,,N/W corner of Bruckner Boulevard & Faile Street,40.821521999999995,-73.88929300000001,10459.0,119.0,2125430.0,2027460053.0,Hunts Point,42500319
X329,X,X06,15.0,Miracle Garden - Bronx,Marmion Avenue,0.11,DPR,,Active,,,,,,,,42500320
M314,M,M03,1.0,Miracle Garden - Manhattan,194-196 East 3rd Street,0.12,DPR,East Village,Active,40.722916999999995,-73.983563,10009.0,3002.0,1000000.0,1003980027.0,East Village,42500321
,M,M09,7.0,Mo Pals,545 West 147th Street,0.039,TPL,Hamilton Heights,Amsterdam & Broadway,40.827075,-73.947928,10031.0,233.0,1000000.0,1020790011.0,Hamilton Heights,42500322
M347,M,M07,8.0,Mobilization For Change Community Garden,955 Columbus Avenue,0.043,DPR,Upper West Side,Active,40.799757,-73.962476,10025.0,193.0,1000000.0,1018420061.0,Morningside Heights,42500323
X342,X,X03,,Model T,1312 Bristow Street.,0.272,DPR,,Active,40.831037,-73.89474799999999,10459.0,153.0,2126571.0,2029650199.0,Crotona Park East,42500324
M348,M,M12,7.0,Morris Jumel Community Garden,455-457 W 162nd Street,0.1,DPR,Washington Heights,Active,40.835442,-73.93903900000001,10032.0,24301.0,1000000.0,1021100057.0,Washington Heights South,42500325
X275,X,X04,14.0,Mosaic Center (Success Garden),1315-31 Odgen Avenue,0.27,DPR,,Active,,,,,,,,42500326
,B,B03,0.0,Mt. Lebanon Baptist Church,354 Stuyvesant Avenue.,,PRI,Bed-Stuy,McDonough (corner) & Macon,40.682590999999995,-73.931996,11233.0,297.0,3046835.0,3016700049.0,Crown Heights North,42500327
B514,B,B05,42.0,Nehemiah Ten GreenThumb Block Association,565 Barbey Street,0.275,DPR,East New York,Active,40.668571,-73.886439,11207.0,1162.0,3000000.0,3040610018.0,East New York,42500328
,X,X01,17.0,Neighborhood Advisory Committee,360-362 E. 151st Street,0.135,TPL,Melrose,Courtlandt & Melrose Avenues,40.817871000000004,-73.918523,10455.0,65.0,2000000.0,2023970013.0,Melrose South-Mott Haven North,42500329
,M,M09,7.0,Senior Citizens Sculpture Garden Park,West 153rd Street,0.406,DEP,Hamilton Heights,Street Nicholas & Amsterdam Avenues,,,,,,,,42500330
,B,B08,36.0,Neighborhood Community Garden,1123 Saint Marks Avenue,0.073,DPR,,Schenectady & Utica Avenues,40.674258,-73.932456,11213.0,309.0,3000000.0,3013540080.0,Crown Heights North,42500331
M338,M,M11,8.0,Neighbors of Vega Baja,E. 109th Street,0.07200000000000001,DPR,East Harlem,Active,,,,,,,,42500332
M349,M,M10,9.0,New 123rd Street Block Association,"112,114 & 116 W. 123rd Street",0.14,DPR,Harlem,Active,,,,,,,,42500333
B518,B,B03,41.0,New Age Pride (Victory Garden's Group),953 Gates Avenue,0.057,DPR,Bed-Stuy,Active,40.688836,-73.92789,11221.0,387.0,3000000.0,3016320046.0,Stuyvesant Heights,42500334
,B,B03,36.0,New Harvest (Vrn/Mrcy/Tmpks B.A.),"125,123,121 Vernon Avenue",0.138,HPD,Bed-Stuy,,,,,,,,,42500335
X241,X,X02,18.0,New Hoe Avenue Garden,958 New Hoe Avenue,0.23,DPR,,Active,,,,,,,,42500336
B449,B,B05,42.0,New Vision Garden,590-594 Schenck Avenue.,0.321,DPR,East New York,Active,40.666227,-73.886797,11207.0,1124.0,3414689.0,3040750140.0,East New York,42500337
B513,B,B16,42.0,Newport Gardens,823 Rockaway Avenue,0.138,DPR,Brownsville,Active,40.659785,-73.908199,11212.0,916.0,3000000.0,3036030007.0,Brownsville,42500338
,B,B01,0.0,Nicks Garden,Lorimer and Bayard Streets,,DPR,,,,,,,,,,42500339
X273,X,X03,15.0,North LUBAs Community Rock Garden,1665 Longfellow Avenue,,DPR,,Active,40.834816,-73.885082,10460.0,161.0,2010886.0,2030020047.0,Crotona Park East,42500340
,B,B01,33.0,Northside Community Garden,599 Driggs Avenue,0.034,TPL,Williamsburg,c/o Driggs & N. 5th Street,40.716007,-73.957527,11211.0,519.0,3000000.0,3023370001.0,North Side-South Side,42500341
,M,M04,3.0,Oasis Community Garden (Hellâs Kitchen),511-519 W. 52nd Street,0.115,HPD,Hell's Kitchen,10th & 11th Avenue,40.766411,-73.991989,10019.0,135.0,1087777.0,1010817502.0,Clinton,42500342
B425,B,B01,34.0,Olive Garden,21-25 Olive Street,0.179,DPR,,Active,40.713243,-73.938822,11211.0,481.0,3000000.0,3029200033.0,East Williamsburg,42500343
M321A,M,M03,2.0,Open Road Park (LES),404-16 East 12th Street,0.45899999999999996,DPR,East Village,Active,40.729801,-73.98305699999999,10009.0,34.0,1000000.0,1004390010.0,East Village,42500344
M354,M,M03,2.0,Orchard Alley,350-54 East 4th Street,0.22399999999999998,DPR,East Village,Active,40.721472,-73.978275,10009.0,2601.0,1000000.0,1003730027.0,Lower East Side,42500345
B024,B,B01,,Orient Grove,Metropolitan Ave. and Orient Ave.,0.149,DPR,,,,,,,,,,42500346
B521,B,B05,37.0,Oriental Garden,369-371 Barbey Street & 326-328 Jerome St,0.188,DPR,East New York,Active,40.673773,-73.88776800000001,11207.0,1150.0,,,East New York,42500347
M365,M,M10,9.0,Our Little Green Acre,275-277 West 122nd Street,0.052000000000000005,DPR,,Active,40.807871999999996,-73.951693,10027.0,222.0,1000000.0,1019280105.0,Central Harlem South,42500348
,X,X07,10.0,P.S. / M.S. 20,3050 Webster Avenue,0.008,DOE,,East 220 & Mosholu Prky,40.870002,-73.878875,10467.0,425.0,2086851.0,2033300001.0,Norwood,42500349
,B,B06,39.0,P.S. 107 - Rainbow Garden,1301 8th Avenue,0.023,DOE,,,40.663251,-73.981289,11215.0,167.0,3026517.0,3011010001.0,Park Slope-Gowanus,42500350
,M,M04,0.0,P.S. 11,320 West 21st Street  NY NY 10011,,DOE,Chelsey,8th & 9th Avenue,40.744349,-74.000253,10011.0,89.0,1013260.0,1007440024.0,Hudson Yards-Chelsea-Flatiron-Union Square,42500351
,M,M04,3.0,P.S. 111,440 W. 53rd Street,,DOE,Hell's Kitchen,,40.765878,-73.988823,10019.0,133.0,1026740.0,1010620003.0,Clinton,42500352
,M,M12,10.0,P.S. 115M,586 W. 177th Street,0.161,DOE,,,40.846542,-73.93520500000001,10033.0,261.0,1063228.0,1021330040.0,Washington Heights South,42500353
,B,B18,45.0,P.S. 119,3829 Avenue K,,DOE,,,40.625662,-73.938265,11210.0,734.0,3215816.0,3077860001.0,Flatlands,42500354
,Q,Q07,20.0,P.S. 120Q - Millenium Garden,58-01 136th Street,0.01,DOE,Flushing,58th & 59th Streets,40.745526,-73.829309,11355.0,80301.0,4139491.0,4063730001.0,Queensboro Hill,42500355
,B,B16,41.0,P.S. 137,121 Saratoga Avenue,0.735,DOE,Bed-Stuy,,40.682458000000004,-73.917088,11233.0,373.0,3040878.0,3015100001.0,Ocean Hill,42500356
,X,X09,18.0,P.S. 138X,2060 Lafayette Avenue,1.345,DOE,,,40.822665,-73.85336600000001,10473.0,74.0,2022289.0,2036090016.0,Soundview-Castle Hill-Clason Point-Harding Park,42500357
,Q,Q06,0.0,P.S. 139Q,93-06 63rd Drive,,DOE,,,40.72814,-73.863582,11374.0,693.0,4072457.0,4030950050.0,Rego Park,42500358
B442,B,B05,37.0,P.S. 149 - Artsy Bloom Community Garden,365-67 Wyona Street,0.057,DPR,East New York,Developed,40.669564,-73.892328,11207.0,1158.0,3000000.0,3037750024.0,East New York (Pennsylvania Ave),42500359
,B,B16,37.0,P.S. 155,1355 Herkimer Street,0.6890000000000001,DOE,,,40.677415,-73.908734,11233.0,369.0,3042263.0,3015520043.0,Ocean Hill,42500360
,X,X04,16.0,P.S. 156 Garden,750 Concourse Village West,0.046,DOE,,,40.823174,-73.923326,10451.0,61.0,2002454.0,2024430079.0,East Concourse-Concourse Village,42500361
,B,B12,39.0,P.S. 164 - Stepping Into the New Millenium,4211 14th Avenue,0.069,DOE,,,40.637485999999996,-73.985955,11219.0,232.0,3135976.0,3056000001.0,Borough Park,42500362
,B,B12,44.0,P.S. 180 - Our Secret Garden,5601-23 16th Avenue  Brooklyn NY 11204,,DOE,,,40.627029,-73.989672,11204.0,470.0,3130809.0,3054920001.0,Borough Park,42500363
,B,B17,45.0,P.S. 181K - Garden Club,1023 New York Avenue,,DOE,,,40.648215,-73.946374,11203.0,856.0,3327776.0,3049040010.0,East Flatbush-Farragut,42500364
,M,M10,9.0,P.S. 185/208M,20 W. 112th Street,,DOE,Upper West Side,5th & Lenox Avenue,40.798511,-73.949251,10026.0,186.0,1051410.0,1015950015.0,Central Harlem South,42500365
X330,X,X03,16.0,P.S. 186 - Day Treatment Program,745 Jennings Street,0.06,DPR,,Active,40.831804,-73.89839599999999,10459.0,151.0,2000000.0,2029620062.0,Morrisania-Melrose,42500366
,B,B01,34.0,P.S. 19K - Kid's Garden,"325 South 3rd Street Brooklyn, NY 11211",,DOE,Williamsburg,Keap & Rodney,40.709647,-73.95465,11211.0,527.0,3063188.0,3024230001.0,North Side-South Side,42500367
,Q,Q04,0.0,P.S. 19Q,"99th Street and Roosevelt Avenue.  Queens, NY 11368",,DOE,Corona,"98th, 41st Avenue",,,,,,,,42500368
,M,M10,0.0,P.S. 200,2599 7th Avenue.  NY NY 10039,,TPL/DOE,Central Harlem,150th St,40.824714,-73.936841,10039.0,236.0,1060198.0,1020160100.0,Central Harlem North-Polo Grounds,42500369
,M,M10,9.0,P.S. 207/149,34 W. 118th Street,,DOE,,,40.80247,-73.94671600000001,10026.0,190.0,1051434.0,1016010001.0,Central Harlem South,42500370
,B,B17,45.0,P.S. 208,"4801 Avenue D  Brooklyn, NY 11234",,TPL/DOE,,E 48th & 49th Street,40.642031,-73.931151,11203.0,840.0,3105680.0,3047690025.0,East Flatbush-Farragut,42500371
,X,X05,0.0,P.S. 226 Garden,1950 Sedgwick Avenue,,DOE,,corner of West Burnside & Sedgwick,40.856586,-73.916198,10453.0,249.0,2096465.0,2032220100.0,University Heights-Morris Heights,42500372
,X,X06,15.0,P.S. 23,2175 Washington Avenue,,DOE,,,40.853423,-73.894463,10457.0,395.0,2090472.0,2030370079.0,Claremont-Bathgate,42500373
,B,,0.0,P.S. 235,"525 Lenox Road, Brooklyn NY 11203",,DOE,North Flatbush,E 39th st,40.654703999999995,-73.941089,11203.0,814.0,3107846.0,3048440001.0,East Flatbush-Farragut,42500374
,M,M10,0.0,P.S. 242,"134 West 122nd Street, NY, NY 10027",,DOE,Central Harlem,"121st & 122nd, 6th & 7th Avenue",40.8063,-73.948013,10027.0,220.0,1057683.0,1019060011.0,Central Harlem South,42500375
,B,B08,0.0,P.S. 243 - Weeksville School,1580 Dean Street,,DOE,Crown Heights,Troy Avenue & Bergen Street,40.676094,-73.935688,11213.0,309.0,3035761.0,3013470001.0,Crown Heights North,42500376
,X,X06,15.0,P.S. 246,2641 Grand Concourse,,DOE,,,40.865593,-73.894758,10468.0,401.0,2013830.0,2031680027.0,Bedford Park-Fordham North,42500377
,B,B11,44.0,P.S. 247K,7000 21st Avenue,0.04,DOE,,,40.612272999999995,-73.986713,11204.0,258.0,3157466.0,3061740036.0,Bensonhurst West,42500378
,B,B14,40.0,P.S. 249,18 Marlborough Road,,DOE,,,40.64971,-73.96604599999999,11226.0,506.0,3116438.0,3050750001.0,Flatbush,42500379
,B,B01,34.0,P.S. 250,108 Montrose Avenue,0.005,DOE,,,40.707104,-73.945475,11206.0,505.0,3071199.0,3030600001.0,East Williamsburg,42500380
,B,B17,41.0,P.S. 268,133 E. 53rd Street,0.035,DOE,,,40.657131,-73.92801800000001,11203.0,866.0,3100292.0,3046230028.0,Rugby-Remsen Village,42500381
,B,B06,0.0,P.S. 27 / M.S. 826,27 Huntington Street Brooklyn. NY 11231,,DOE,,Hicks Street & Columbia Street,40.677564000000004,-74.005166,11231.0,59.0,3008342.0,3005250001.0,Carroll Gardens-Columbia Street-Red Hook,42500382
,X,X01,8.0,P.S. 30X,S/E/C Brook Avenue & E. 141 Street,0.207,DOE,,,,,,,,,,42500383
,B,B14,45.0,P.S. 315K,2310 Glenwood  Rd.,,DOE,,,40.633232,-73.954655,11210.0,772.0,3205780.0,3075510026.0,Flatbush,42500384
M113,M,M03,2.0,P.S. 361 - The Children's Garden,East 12th Street,0.027999999999999997,DPR,East Village,Active,,,,,,,,42500385
,B,B06,39.0,P.S. 372@834 / The Children's School,219 First Street,,DOE,,Carrol Street,40.675628,-73.98563399999999,11215.0,119.0,3395604.0,3004550001.0,Park Slope-Gowanus,42500386
,X,X05,0.0,P.S. 396 / M.S. 390 X,"1930 Andrews Avenue, Bronx NY 10453",,TPL/DOE,Kingbridge Heights,Burnside & University,40.854701,-73.913197,10453.0,24502.0,2014692.0,2032160002.0,University Heights-Morris Heights,42500387
,B,B17,40.0,P.S. 399,2707 Albemarle Road,0.505,DOE,,,40.648044,-73.951891,11226.0,824.0,3117396.0,3051110001.0,Erasmus,42500388
,M,M12,0.0,P.S. 4 - Duke Ellington Harmony Garden,500 West 160th Street,,DOE,Harlem,,40.834899,-73.941085,10032.0,245.0,1062792.0,1021180022.0,Washington Heights South,42500389
,B,B05,42.0,P.S. 4 at P.S. 843,530 Stanley Avenue,0.023,DOE,East New York,,40.657212,-73.888852,11207.0,1104.0,3324010.0,3043690001.0,East New York,42500390
,Q,Q12,28.0,P.S. 48Q,155-02 108th Avenue,,DOE,,,40.694119,-73.797003,11433.0,254.0,4216099.0,4101440042.0,South Jamaica,42500391
,Q,Q05,0.0,P.S. 49Q,79-15 Penelope Avenue,0.006999999999999999,DOE,,Corner of Penelope & 79th Street,40.719071,-73.875437,11379.0,663.0,4069253.0,4029900045.0,Middle Village,42500392
B417,B,B05,37.0,P.S. 4K - Paradise Garden,676-696 Glenmore Avenue,0.3,DPR,East New York,Active,40.674778,-73.885228,11207.0,1150.0,3000000.0,3040000010.0,East New York,42500393
,M,M04,0.0,P.S. 51,520 West 45th Street  NY  NY 10036,,DOE,Clinton Hill,10th & 11th Avenue,40.762060999999996,-73.995307,10036.0,129.0,1000000.0,1010730040.0,Clinton,42500394
B485,B,B05,42.0,P.S. 53,522 Bradford Street,0.062,DPR,East New York,Active,40.666063,-73.89050300000001,11207.0,1126.0,3000000.0,3038090038.0,East New York (Pennsylvania Ave),42500395
,B,B14,40.0,P.S. 6 - Operation Push,2242-62 Bedford Avenue,,DOE,,,40.649347,-73.955793,11226.0,794.0,3117230.0,3051030079.0,Erasmus,42500396
,X,,0.0,P.S. 63 X,"1261 Franklyn Avenue.  Bronx, NY 10456",,DOE,Morrisania,169th & Fulton Avenue,,,,,,,,42500397
,X,X01,17.0,P.S. 65 - Garden Club,677 East 141st,0.034,DOE,,Cypress & Powers,,,,,,,,42500398
,B,B02,35.0,P.S. 67 - Charles Dorsey School,51 St. Edwards Street,,DOE,,Between Park & Mrytle,40.695633,-73.978215,11205.0,2901.0,3332507.0,3020390002.0,Fort Greene,42500399
,B,B02,33.0,P.S. 753K @ The Bklyn. School for Career Development,372 Schermerhorn Street,0.032,DOE,Boerum Hill,475 State & 3rd Avenue,40.686419,-73.979444,11217.0,39.0,3000600.0,3001740009.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,42500400
M356,M,M10,9.0,P.S. 76 - Garden of Perserverance,203 W. 120th Street   NY NY 10027,0.057,DPR,Harlem,Active,40.80598,-73.951098,10027.0,220.0,1000000.0,1019260027.0,Central Harlem South,42500401
,B,B06,33.0,P.S. 77K @ P. S 902K,62 Park Place,0.023,DOE,Park Slope,6th & 5th Avenue,40.678983,-73.976497,11217.0,12902.0,3259250.0,3009410050.0,Park Slope-Gowanus,42500402
,Q,,0.0,P.S. 86Q,87-41 Parsons Boulevard.,,DOE,,87th Avenue,40.708898,-73.803938,11432.0,448.0,4438678.0,4097740001.0,Briarwood-Jamaica Hills,42500403
,Q,Q05,26.0,P.S. 9 - Enis Garden,58-74 57th Street,,DOE,,,40.718934999999995,-73.91220799999999,11378.0,535.0,4059130.0,4026310106.0,Maspeth,42500404
,B,B08,35.0,P.S. 9 - Winston Robins Memorial Garden,"80 Underhill Avenue  Broolyn, NY   11328",,DOE,Prospect Heights,Bergan & Street Marks,40.678297,-73.965541,11238.0,205.0,3028204.0,3011450026.0,Prospect Heights,42500405
,X,X10,0.0,P.S. 9 X,"230 East 183rd Street, Bronx NY 10458",,DOE,Grand Concourse,Ryer & Valentine Avenue,40.857067,-73.89893599999999,10458.0,38301.0,2013561.0,2031500010.0,Fordham South,42500406
,Q,Q10,28.0,P.S. 96Q - Garden of Hope,130-01 Rockaway Boulevard.,,DOE,So. Ozone Park,130th & Lincoln,40.674991,-73.808371,11420.0,180.0,4253028.0,4116940027.0,South Ozone Park,42500407
,M,M12,10.0,P.S./I.S. 176,4862 Broadway,,DOE,,W 204 / Academy St,40.866706,-73.923948,10034.0,291.0,1064900.0,1022340007.0,Marble Hill-Inwood,42500408
,M,,0.0,P.S./I.S. 217 - Rooselvelt Island School,645 Main Street,,DOE,Roosevelt Island,,40.763894,-73.947916,10044.0,23802.0,1084848.0,1013730001.0,Lenox Hill-Roosevelt Island,42500409
,B,B02,33.0,Pacific High School,112 Schermerhorn Street,,DOE,Boerum Hill,Boerum Place & Smith Streets,40.690145,-73.989132,11201.0,43.0,3000533.0,3001690009.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,42500410
X285,X,X01,8.0,Padre Plaza (Success Garden),541-545 E. 139th Street,0.36700000000000005,DPR,,Active,40.807883000000004,-73.917885,10454.0,39.0,2000000.0,2022670063.0,Mott Haven-Port Morris,42500411
,B,B05,37.0,Pagans Garden (Linwood Street Block Association),992 Sutter Avenue,0.034,HPD,,At Linwood Street,40.671292,-73.882217,11208.0,1164.0,3089804.0,3040500121.0,East New York,42500412
,X,X01,17.0,Palmas del Caribe (Eagle Avenue Community Garden),869 Eagle Avenue,0.24100000000000002,TPL,Melrose,,40.822057,-73.90848100000001,10456.0,71.0,2125885.0,2026190018.0,Melrose South-Mott Haven North,42500413
,M,M11,8.0,Papos Garden,218-220 E. 119th Street,0.034,TPL,East Harlem,2nd & 3rd,40.799617,-73.937963,10035.0,188.0,1000000.0,1017830038.0,East Harlem North,42500414
,X,X02,18.0,Paradise on Earth Garden,1101-1105 Fox Street,0.252,NYRP,,East 167th Street,40.826640000000005,-73.893877,10459.0,125.0,2117571.0,2027180052.0,Morrisania-Melrose,42500415
,M,M03,2.0,Parque De Tranquilidad,314-318 East 4th Street,0.08199999999999999,TPL,East Village,Avenues C & D,40.722038,-73.97961,10009.0,2601.0,1000000.0,1003730010.0,Lower East Side,42500416
,X,X01,17.0,Passages Academy,511 E. 149th Street & 511 E. 150th Street,,DOE,,,40.81478,-73.914459,10455.0,71.0,2088127.0,2022760001.0,Melrose South-Mott Haven North,42500417
,B,B03,41.0,Patchen Avenue United Block Association,49 Patchen Avenue,0.055,TPL,Bed-Stuy,,40.690708,-73.927603,11221.0,387.0,3000000.0,3016230004.0,Stuyvesant Heights,42500418
B500,B,B03,41.0,Patrick Van Doren Pocket Park,123 Malcolm X Avenue,0.039,DPR,Bed-Stuy,Active,,,,,,,,42500419
,R,R01,,Pavilion Horticultural Garden,Brownell Street #11,,PRI,,Brownell St & Tompkins St,,,,,,,,42500420
M367,M,M11,8.0,Peaceful Valley,50-52 East 117th Street,0.052000000000000005,DPR,East Harlem,Active,40.800487,-73.943961,10035.0,184.0,1000000.0,1016220050.0,East Harlem North,42500421
M350,M,M03,2.0,Peachtree Garden,236-238 East 2nd Street,0.12,DPR,East Village,Active,40.72149,-73.98216,10009.0,2202.0,1000000.0,1003850052.0,Lower East Side,42500422
,Q,Q11,19.0,Pembroke Avenue Community Garden (Van Nostrand Court Garden),E/S Pembroke Avenue,0.095,NYRP,,N/O Little Neck Pkwy.,,,,,,,,42500423
,B,B04,34.0,People's Garden (Youth City Little League),1237-1241 Broadway,0.172,TPL,Bed-Stuy,Greene & Bushwick Avenues,40.691653,-73.925825,11221.0,395.0,3000000.0,3032830004.0,Bushwick South,42500424
B517,B,B16,,Phoenix Community Garden (formerly Somers Street),Corner of Fulton & Somers Street,,DPR,,Active,,,,,,,,42500425
